employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
9,2,2,12,0,2,0,0,0,0,31,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,1,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,14,0,30,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,0,0,38,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,34,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,0,0,33,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,15,3,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,3,0,7,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,6,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,0,0,0,0,1,1,1,0
9,2,2,12,0,2,0,0,14,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,48,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,34,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,3,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,5,0,6,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,37,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,27,6,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,7,0,37,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,4,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,30,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,4,1,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,8,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,10,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,7,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,7,1,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,52,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,5,0,35,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,3,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,7,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,35,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,9,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,2,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,3,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,11,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,10,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,9,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,10,0,0,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,9,1,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,1,0,22,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,5,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,31,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,39,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,4,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,32,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,20,7,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,40,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,25,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,7,0,0,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,1,0,0,0,0,0,2,1,0,0
9,2,2,12,0,2,0,0,6,0,41,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,0,0,38,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,6,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,44,0,0,0,0,0,1,1,0,0
9,2,2,12,0,2,0,0,0,0,30,0,0,0,1,1,1,0
9,2,2,12,0,2,0,0,0,0,34,0,0,0,0,0,0,0
9,2,2,12,0,2,0,0,6,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,1,0,6,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,4,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,10,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,27,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,28,0,10,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,9,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,3,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,5,0,15,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,28,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,16,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,11,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,9,0,1,0,0,0,0,0
7,2,41,14,0,1,0,0,32,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,97,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,21,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,7,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,26,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,40,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,32,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,6,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,12,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,10,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,20,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,14,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,1,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,13,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,30,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,13,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,21,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,3,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,23,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,18,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,54,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,3,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,9,0,8,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,26,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,2,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,7,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,7,0,4,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,45,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,17,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,9,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,4,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,20,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,6,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,0,0,0,0,0,0,1,1,1,0
7,2,41,14,0,1,0,0,3,0,10,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,4,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,18,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,43,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,14,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,12,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,25,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,17,0,0,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,39,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,8,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,41,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,7,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,26,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,0,0,5,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,10,3,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,22,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,7,1,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,22,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,19,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,29,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,21,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,66,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,5,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,33,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,74,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,15,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,44,0,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,26,0,10,0,0,0,2,1,0,0
7,2,41,14,0,1,0,0,14,0,7,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,24,0,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,3,0,5,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,0,0,6,0,0,0,1,1,0,0
7,2,41,14,0,1,0,0,32,5,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,0,14,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,20,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,3,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,24,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,2,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,13,3,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,16,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,51,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,4,0,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,2,0,10,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,39,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,18,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,4,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,6,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,24,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,21,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,2,0,35,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,8,2,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,0,0,8,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,6,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,10,0,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,7,1,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,11,0,37,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,1,0,44,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,23,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,31,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,13,4,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,44,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,9,0,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,26,4,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,30,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,1,0,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,4,0,1,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,28,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,3,1,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,4,1,6,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,2,0,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,4,0,36,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,31,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,0,0,44,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,9,3,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,10,2,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,5,0,0,0,0,0,2,1,0,0
9,2,2,0,0,2,1,1,6,1,0,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,36,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,0,0,45,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,6,1,7,0,0,0,0,0,0,0
9,2,2,0,0,2,1,1,3,0,37,0,0,0,1,1,0,0
9,2,2,0,0,2,1,1,5,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,39,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,0,0,1,1,1,0
9,2,43,3,1,2,0,0,0,0,10,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,26,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,30,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,38,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,40,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,45,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,35,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,8,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,18,0,0,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,37,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,4,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,4,1,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,47,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,27,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,1,0,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,4,0,34,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,1,0,34,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,3,0,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,30,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,1,0,33,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,34,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,2,0,0,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,33,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,9,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,43,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,33,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,1,0,0,0,0,0,1,1,1,0
9,2,43,3,1,2,0,0,0,0,37,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,6,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,6,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,15,3,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
9,2,43,3,1,2,0,0,7,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,8,1,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,4,0,0,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,38,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,38,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,31,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,8,1,0,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,45,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,0,0,36,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,32,0,0,0,2,1,0,0
9,2,43,3,1,2,0,0,0,0,7,0,0,0,1,1,0,0
9,2,43,3,1,2,0,0,0,0,7,0,0,0,0,0,0,0
9,2,43,3,1,2,0,0,2,0,6,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,7,0,36,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,39,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,8,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,2,0,0,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,0,0,36,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,22,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,36,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,35,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,3,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,11,1,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,7,0,0,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,0,0,10,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,42,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,33,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,1,0,30,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,45,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,1,0,10,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,31,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,34,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,7,2,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,11,0,0,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,0,0,33,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,1,0,37,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,2,0,9,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,9,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,9,2,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,47,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,1,0,34,0,0,0,2,1,0,0
9,0,16,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,25,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,25,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,32,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,4,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,15,0,0,0,0,0,1,1,0,0
9,0,16,0,1,2,0,0,0,0,30,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,0,0,38,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0
9,0,16,0,1,2,0,0,1,0,27,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,26,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,12,4,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,30,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,42,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,15,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,2,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,18,0,52,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,15,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,10,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,48,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,14,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,44,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,5,1,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,13,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,3,0,0,0,0,0,1,1,1,0
4,0,26,25,0,1,0,0,7,0,9,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,19,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,9,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,10,2,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,47,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,8,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,9,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,46,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,2,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,0,0,59,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,6,0,47,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,40,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,32,12,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,35,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,40,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,6,0,49,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,0,0,30,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,0,0,35,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,7,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,8,0,41,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,16,0,0,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,41,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,45,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,56,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,9,0,38,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,1,0,48,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,15,0,0,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,1,0,0,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,8,2,52,0,0,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,52,0,0,0,1,1,0,0
4,0,26,25,0,1,0,0,0,0,38,0,0,0,2,1,0,0
4,0,26,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,26,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
